Código SNISB,Nome da Barragem,Capacidade (hm3),Classe de Capacidade,Altura Acima da Fundação (m),Classe de Altura,Altura Acima do Terreno (m),Município,UF,Uso Principal,Espelho D'água,Fiscalizador,Latitude,Longitude,Categoria de Risco,Classe de DPA,Latitude (Graus),Longitude (Graus),ESRI_OID,x,y
2850,Barragem Iron Gomide,0.11800000000000001,V < 3 hm³,9,h < 10 m,9,CUMARI,GO,Irrigação,,SECIMA/GO,"18º19'8.0""S","48º02'37.0""W",Não Classificado,Não Classificado,-18.3190277778,-48.043722222199996,450,-48.043722221999985,-18.319027777999963
2849,Barragem Armelindo Sonza,0.14300000000000002,V < 3 hm³,8,h < 10 m,6,CRISTALINA,GO,Irrigação,,SECIMA/GO,"17º00'57.0""S","47º39'10.0""W",Não Classificado,Não Classificado,-17.0159166667,-47.6529444444,532,-47.65294444399996,-17.015916666999942
2841,Barragem Arcide Fontanella,0.9850000000000001,V < 3 hm³,15,10 m < h < 15 m,13,CRISTALINA,GO,Irrigação,,SECIMA/GO,"17º10'43.0""S","47º34'50.0""W",Não Classificado,Não Classificado,-17.1787777778,-47.580722222199995,542,-47.58072222199996,-17.178777777999926
2848,Barragem Fernando Godoi,0.10700000000000001,V < 3 hm³,7,h < 10 m,7,OUVIDOR,GO,Irrigação,,SECIMA/GO,"18º15'15.0""S","47º49'23.0""W",Não Classificado,Não Classificado,-18.2542777778,-47.8230555556,449,-47.823055555999986,-18.25427777799996
2847,Barragem Goiandira,0.013000000000000001,V < 3 hm³,4,h < 10 m,4,GOIANDIRA,GO,Recreação,,SECIMA/GO,"18º08'45.0""S","48º05'7.0""W",Não Classificado,Não Classificado,-18.1458611111,-48.0855,440,-48.08549999999997,-18.14586111099993
2846,Barragem Fabio Zandonai,0.163,V < 3 hm³,17,10 m < h < 15 m,15,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º52'42.0""S","47º35'39.0""W",Não Classificado,Não Classificado,-16.8784444444,-47.594416666700006,526,-47.59441666699996,-16.878444443999967
2845,Barragem Ricardo Safatle,0.043000000000000003,V < 3 hm³,9,h < 10 m,9,CATALÃO,GO,Irrigação,,SECIMA/GO,"18º24'39.0""S","47º53'50.0""W",Não Classificado,Não Classificado,-18.410944444400002,-47.8974166667,451,-47.89741666699996,-18.410944443999938
2844,Barragem 5,0.34500000000000003,V < 3 hm³,9.5,h < 10 m,9.5,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º25'46.0""S","47º33'30.0""W",Não Classificado,Não Classificado,-16.4295555556,-47.55861111110001,511,-47.55861111099995,-16.42955555599997
2843,Barragem 2 Arcide Fontanella,0.101,V < 3 hm³,8,h < 10 m,6,CRISTALINA,GO,Irrigação,,SECIMA/GO,"17º10'53.0""S","47º35'2.0""W",Não Classificado,Não Classificado,-17.1816388889,-47.5841111111,543,-47.58411111099997,-17.18163888899994
2838,Barragem B23,0.02,V < 3 hm³,3.5,h < 10 m,3.5,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º18'48.0""S","47º36'11.0""W",Não Classificado,Não Classificado,-16.3135,-47.6033333333,629,-47.603333332999966,-16.313499999999976
2835,Barragem Benício de Freitas,0.07100000000000001,V < 3 hm³,11,h < 10 m,7,GOIANDIRA,GO,Irrigação,,SECIMA/GO,"18º06'43.0""S","48º03'23.0""W",Não Classificado,Não Classificado,-18.112000000000002,-48.056555555600006,438,-48.05655555599998,-18.111999999999966
2402,SANTA LUZIA,0.044000000000000004,V < 3 hm³,,h < 10 m,2,CAMPO ALEGRE,AL,Irrigação,,SEMARH/AL,"09º53'7.0""S","36º13'27.0""W",Não Classificado,Não Classificado,-9.885388888900001,-36.2244444444,961,-36.22444444399997,-9.885388888999955
2831,Barragem Helvécio Guimarães,0.032,V < 3 hm³,8,h < 10 m,6,GOIANDIRA,GO,Irrigação,,SECIMA/GO,"18º09'39.0""S","48º02'44.0""W",Não Classificado,Não Classificado,-18.1610277778,-48.0455833333,446,-48.04558333299997,-18.161027777999948
2830,Barragem Sorgatto,1.4040000000000001,V < 3 hm³,6.5,h < 10 m,6.5,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º23'32.0""S","47º31'48.0""W",Não Classificado,Não Classificado,-16.3924166667,-47.5302222222,641,-47.53022222199996,-16.392416666999964
2829,Tanque Pulmão Brasfrigo,0.01,V < 3 hm³,3.5,h < 10 m,3.5,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º21'56.0""S","47º35'21.0""W",Não Classificado,Não Classificado,-16.365805555599998,-47.5892777778,637,-47.58927777799994,-16.36580555599994
2828,Barragem Gelci Zancanaro,1.7550000000000001,V < 3 hm³,14.5,10 m < h < 15 m,11.5,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º04'59.0""S","47º36'50.0""W",Não Classificado,Não Classificado,-16.0833333333,-47.6138888889,616,-47.61388888899995,-16.083333332999928
2827,BARRAGEM JOSÉ RAMPELOTTI,0.032,V < 3 hm³,8,h < 10 m,5,CATALÃO,GO,Irrigação,,SECIMA/GO,"17º31'58.0""S","47º20'25.0""W",Não Classificado,Não Classificado,-17.5328055556,-47.340500000000006,559,-47.34049999999996,-17.53280555599997
2826,Santa Marta I,0.008,V < 3 hm³,2,h < 10 m,2,PORTO NACIONAL,TO,Dessedentação Animal,UHE Luis Eduardo Magalhães,Naturatins,"10º35'48.0""S","48º23'14.0""W",Não Classificado,Não Classificado,-10.5969444444,-48.3873055556,892,-48.387305555999944,-10.596944443999973
2394,Barragem Antônio Teixeira Filho,0.5860000000000001,V < 3 hm³,17,15 m < h < 30 m,17,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º29'22.0""S","47º30'27.0""W",Não Classificado,Não Classificado,-16.4896944444,-47.5075555556,517,-47.50755555599994,-16.48969444399995
2393,Barragem Miriam Zavaschi,1.0570000000000002,V < 3 hm³,17,15 m < h < 30 m,17,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º50'51.0""S","47º24'24.0""W",Não Classificado,Não Classificado,-16.847749999999998,-47.4068055556,525,-47.40680555599994,-16.847749999999962
2392,Barragem Henrique Cenci,3.092,3 hm³ < V < 75 hm³,20,15 m < h < 30 m,20,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º15'24.0""S","47º30'10.0""W",Não Classificado,Não Classificado,-16.2568888889,-47.5028611111,624,-47.50286111099996,-16.25688888899998
2391,Barragem 1 Geraldo Mendonça Júnior,0.382,V < 3 hm³,4.4,h < 10 m,4.4,TURVELÂNDIA,GO,Irrigação, ,SECIMA/GO,"17º39'23.0""S","50º24'.0""W",Não Classificado,Não Classificado,-17.656416666700004,-50.40025,42,-50.40024999999997,-17.656416666999974
2390,Barragem Emival Caiado,1.247,V < 3 hm³,6,h < 10 m,6,ALVORADA DO NORTE,GO,Regularização de vazão, ,SECIMA/GO,"14º47'56.0""S","46º37'38.0""W",Não Classificado,Não Classificado,-14.7988888889,-46.627305555599996,759,-46.62730555599995,-14.798888888999954
2389,Barragem Dirceu Cortez,0.654,V < 3 hm³,6,h < 10 m,6,ALEXÂNIA,GO,Irrigação, ,SECIMA/GO,"15º59'48.0""S","48º29'38.0""W",Não Classificado,Não Classificado,-15.9968055556,-48.4938888889,605,-48.49388888899995,-15.99680555599997
2388,Barragem 3 Daniel Finco,2.068,V < 3 hm³,11.5,10 m < h < 15 m,11.5,CRISTALINA,GO,Irrigação, ,SECIMA/GO,"16º08'19.0""S","47º36'29.0""W",Não Classificado,Não Classificado,-16.138805555599998,-47.6083333333,620,-47.60833333299996,-16.138805555999966
2809,Barragem Riberãozinho,0.276,V < 3 hm³,5,h < 10 m,4,SIDROLÂNDIA,MS,Irrigação,,IMASUL,"21º00'28.0""S","54º55'13.0""W",Não Classificado,Baixo,-21.008000000000003,-54.920444444400005,135,-54.92044444399994,-21.00799999999998
2796,Barragem 4,0.003,V < 3 hm³,0,h < 10 m,7,FIGUEIRÃO,MS,Dessedentação Animal,,IMASUL,"18º34'59.0""S","54º10'29.0""W",Não Classificado,Baixo,-18.5831944444,-54.1747777778,7,-54.174777777999964,-18.583194443999957
2795,Barragem 5,0.006,V < 3 hm³,0,h < 10 m,3,FIGUEIRÃO,MS,Dessedentação Animal,,IMASUL,"18º33'38.0""S","54º08'19.0""W",Não Classificado,Baixo,-18.5606111111,-54.138749999999995,69,-54.13874999999996,-18.560611110999957
2794,Barragem 7,0.001,V < 3 hm³,0,h < 10 m,2,FIGUEIRÃO,MS,Dessedentação Animal,,IMASUL,"18º33'46.0""S","54º09'48.0""W",Não Classificado,Baixo,-18.5628611111,-54.163583333300004,70,-54.16358333299996,-18.56286111099996
2793,Barragem 8,0.008,V < 3 hm³,0,h < 10 m,2.5,FIGUEIRÃO,MS,Dessedentação Animal,,IMASUL,"18º32'27.0""S","54º06'1.0""W",Não Classificado,Baixo,-18.5410277778,-54.100472222200004,68,-54.10047222199995,-18.541027777999943
2792,Barragem 2,0.007,V < 3 hm³,0,h < 10 m,4,FIGUEIRÃO,MS,Dessedentação Animal,,IMASUL,"18º34'39.0""S","54º09'59.0""W",Não Classificado,Baixo,-18.5775,-54.1663888889,71,-54.16638888899996,-18.57749999999993
2791,Barragem 3,0.001,V < 3 hm³,0,h < 10 m,2,FIGUEIRÃO,MS,Dessedentação Animal,,IMASUL,"18º34'42.0""S","54º09'57.0""W",Não Classificado,Médio,-18.5786111111,-54.166000000000004,5,-54.16599999999994,-18.57861111099993
2790,Barragem 8,0.001,V < 3 hm³,0,h < 10 m,1.5,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º30'11.0""S","52º32'18.0""W",Não Classificado,Baixo,-19.5033333333,-52.5384722222,16,-52.53847222199994,-19.503333332999944
2789,Barragem 11,0.001,V < 3 hm³,0,h < 10 m,1.5,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º31'6.0""S","52º32'33.0""W",Não Classificado,Baixo,-19.5186111111,-52.5426666667,21,-52.542666666999935,-19.518611110999927
2788,Baragem 7,0.001,V < 3 hm³,0,h < 10 m,1.5,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º30'11.0""S","52º32'17.0""W",Não Classificado,Baixo,-19.5032777778,-52.5380555556,15,-52.53805555599996,-19.503277777999926
2787,Barragem 3,0.001,V < 3 hm³,0,h < 10 m,1.5,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º30'25.0""S","52º34'12.0""W",Não Classificado,Alto,-19.5071388889,-52.5700277778,18,-52.57002777799994,-19.507138888999975
2355,CARAIBINHA,0.72,V < 3 hm³,,10 m < h < 15 m,11.200000000000001,PALMEIRA DOS ÍNDIOS,AL,Aquicultura,,SEMARH/AL,"09º29'4.0""S","36º40'55.0""W",Não Classificado,Não Classificado,-9.4847222222,-36.6821666667,956,-36.68216666699993,-9.48472222199996
2354,CARAIBINHA,0.72,V < 3 hm³,,10 m < h < 15 m,11.200000000000001,PALMEIRA DOS ÍNDIOS,AL,Aquicultura,,SEMARH/AL,"09º29'4.0""S","36º40'55.0""W",Não Classificado,Não Classificado,-9.4847222222,-36.6821666667,957,-36.68216666699993,-9.48472222199996
2786,Barragem 1,0.002,V < 3 hm³,0,h < 10 m,1.5,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º29'30.0""S","52º33'55.0""W",Não Classificado,Alto,-19.4918611111,-52.5653888889,14,-52.56538888899996,-19.491861110999935
2785,Barragem 2,0.005,V < 3 hm³,0,h < 10 m,1.5,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º30'28.0""S","52º34'21.0""W",Não Classificado,Médio,-19.5079166667,-52.5726944444,19,-52.57269444399998,-19.50791666699996
2784,Barragem 10,0.004,V < 3 hm³,0,h < 10 m,1.5,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º30'20.0""S","52º32'49.0""W",Não Classificado,Médio,-19.5058055556,-52.5471388889,17,-52.54713888899994,-19.505805555999927
2783,Barragem 12,0.006,V < 3 hm³,0,h < 10 m,2,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º31'5.0""S","52º32'37.0""W",Não Classificado,Médio,-19.5181388889,-52.5438055556,20,-52.54380555599994,-19.518138888999943
2782,Barragem 13,0.006,V < 3 hm³,0,h < 10 m,2,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º32'6.0""S","52º32'37.0""W",Não Classificado,Médio,-19.535,-52.5438333333,24,-52.54383333299995,-19.534999999999968
2781,Barragem 14,0.005,V < 3 hm³,0,h < 10 m,2,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º31'9.0""S","52º34'19.0""W",Não Classificado,Médio,-19.51925,-52.5721944444,23,-52.57219444399993,-19.519249999999943
2780,Barragem 15,0.003,V < 3 hm³,0,h < 10 m,2,ÁGUA CLARA,MS,Dessedentação Animal,,IMASUL,"19º31'8.0""S","52º34'11.0""W",Não Classificado,Alto,-19.519138888900002,-52.56975,22,-52.56974999999994,-19.519138888999976
2779,barragem de terra,0.012,V < 3 hm³,0,h < 10 m,5,BATAGUASSU,MS,Irrigação,,IMASUL,"21º52'28.0""S","52º32'11.0""W",Não Classificado,Alto,-21.874722222200003,-52.5363888889,85,-52.536388888999966,-21.874722221999946
2777,Barragem 1,0.001,V < 3 hm³,0,h < 10 m,1,ÁGUA CLARA,MS,Irrigação,,IMASUL,"20º29'18.0""S","52º40'18.0""W",Não Classificado,Alto,-20.4884166667,-52.6717222222,127,-52.67172222199997,-20.488416666999967
2776,Barragem 1,0.004,V < 3 hm³,0,h < 10 m,2.5,BRASILÂNDIA,MS,Irrigação,,IMASUL,"21º22'12.0""S","52º00'45.0""W",Não Classificado,Médio,-21.3700555556,-52.012527777799995,137,-52.012527777999935,-21.370055555999954
2773,Barragem 5,0.009000000000000001,V < 3 hm³,0,h < 10 m,3,MIRANDA,MS,Dessedentação Animal,,IMASUL,"19º52'21.0""S","56º58'49.0""W",Não Classificado,Alto,-19.872527777800002,-56.9804166667,205,-56.980416666999986,-19.87252777799995
2771,Barragem 2,0.002,V < 3 hm³,0,h < 10 m,1.9000000000000001,ANGÉLICA,MS,Dessedentação Animal,,IMASUL,"22º02'33.0""S","53º58'55.0""W",Não Classificado,Baixo,-22.042749999999998,-53.9821388889,87,-53.98213888899994,-22.042749999999955
2770,Barragem 1,0.001,V < 3 hm³,0,h < 10 m,1.9000000000000001,ANGÉLICA,MS,Dessedentação Animal,,IMASUL,"22º02'38.0""S","53º58'50.0""W",Não Classificado,Médio,-22.0440277778,-53.9806944444,88,-53.98069444399994,-22.04402777799993
2769,Barragem 2,0.002,V < 3 hm³,0,h < 10 m,1.8,NOVA ANDRADINA,MS,Dessedentação Animal,,IMASUL,"21º36'48.0""S","53º06'30.0""W",Não Classificado,Baixo,-21.6134166667,-53.1084722222,139,-53.10847222199993,-21.613416666999967
2768,Barragem 1,0.002,V < 3 hm³,0,h < 10 m,2,NOVA ANDRADINA,MS,Dessedentação Animal,,IMASUL,"21º40'51.0""S","53º07'51.0""W",Não Classificado,Baixo,-21.6809722222,-53.1310555556,143,-53.13105555599998,-21.68097222199998
2767,Barragem 2,0.005,V < 3 hm³,0,h < 10 m,2,ROCHEDO,MS,Dessedentação Animal,,IMASUL,"20º10'11.0""S","54º55'23.0""W",Não Classificado,Alto,-20.1698333333,-54.9230833333,124,-54.923083332999965,-20.16983333299993
2766,Barragem 3,0.001,V < 3 hm³,0,h < 10 m,2,ROCHEDO,MS,Dessedentação Animal,,IMASUL,"20º11'10.0""S","54º54'35.0""W",Não Classificado,Médio,-20.1862777778,-54.9098888889,126,-54.909888888999944,-20.186277777999976
2765,Barragem 1,0.006,V < 3 hm³,0,h < 10 m,2,ROCHEDO,MS,Dessedentação Animal,,IMASUL,"20º10'33.0""S","54º55'46.0""W",Não Classificado,Médio,-20.176000000000002,-54.9296388889,125,-54.92963888899993,-20.17599999999993
2764,Barragem 1,0.002,V < 3 hm³,0,h < 10 m,1.5,ALCINÓPOLIS,MS,Dessedentação Animal,,IMASUL,"18º08'32.0""S","53º48'12.0""W",Não Classificado,Baixo,-18.14225,-53.8033611111,64,-53.80336111099996,-18.142249999999933
2763,Barragem 1,0.007,V < 3 hm³,0,h < 10 m,1.8,ALCINÓPOLIS,MS,Dessedentação Animal,,IMASUL,"18º08'7.0""S","53º49'7.0""W",Não Classificado,Baixo,-18.1353611111,-53.8186944444,62,-53.81869444399996,-18.135361110999952
2762,Barragem 4,0.001,V < 3 hm³,0,h < 10 m,1.5,ALCINÓPOLIS,MS,Dessedentação Animal,,IMASUL,"18º07'50.0""S","53º49'32.0""W",Não Classificado,Baixo,-18.13075,-53.8258055556,61,-53.82580555599998,-18.130749999999978
2761,Barragem 2,0.002,V < 3 hm³,0,h < 10 m,1.4000000000000001,ALCINÓPOLIS,MS,Dessedentação Animal,,IMASUL,"18º08'27.0""S","53º48'59.0""W",Não Classificado,Médio,-18.1411111111,-53.816472222200005,63,-53.81647222199996,-18.14111111099993
2351,JARAMATAIA,19.01,3 hm³ < V < 75 hm³,,15 m < h < 30 m,23.2,JARAMATAIA,AL,Aquicultura,Açude Jaramataia,SEMARH/AL,"09º40'49.0""S","36º58'27.0""W",Não Classificado,Não Classificado,-9.6804166667,-36.9744444444,960,-36.97444444399997,-9.680416666999974
2348,Barragem Ivan Gasparetto,0.9560000000000001,V < 3 hm³,15,10 m < h < 15 m,15,CRISTALINA,GO,Irrigação, ,SECIMA/GO,"17º10'5.0""S","47º34'35.0""W",Não Classificado,Não Classificado,-17.1680833333,-47.5765277778,541,-47.57652777799996,-17.16808333299997
2347,Barragem Henrique Sakamoto e Outros,0.5910000000000001,V < 3 hm³,6,h < 10 m,6,CAMPO ALEGRE DE GOIÁS,GO,Irrigação, ,SECIMA/GO,"17º20'52.0""S","47º49'21.0""W",Não Classificado,Não Classificado,-17.3479722222,-47.822500000000005,552,-47.822499999999934,-17.347972221999953
2346,Barragem Antônio Zucatto,1.091,V < 3 hm³,25,15 m < h < 30 m,25,CRISTALINA,GO,Irrigação,,SECIMA/GO,"17º09'22.0""S","47º32'11.0""W",Não Classificado,Não Classificado,-17.15625,-47.5363888889,540,-47.536388888999966,-17.156249999999943
2345,Barragem Flávio Gilberto Kist,4.525,3 hm³ < V < 75 hm³,14,10 m < h < 15 m,14,CRISTALINA,GO,Irrigação, ,SECIMA/GO,"16º29'13.0""S","47º32'35.0""W",Não Classificado,Não Classificado,-16.4871388889,-47.5430555556,516,-47.543055555999956,-16.487138888999937
2344,Barragem Morang e Mateus Mezzalira,0.8390000000000001,V < 3 hm³,6,h < 10 m,6,JUSSARA,GO,Irrigação, ,SECIMA/GO,"15º35'4.0""S","51º15'5.0""W",Não Classificado,Não Classificado,-15.5845555556,-51.2515277778,72,-51.25152777799997,-15.584555555999941
2343,Barragem Horácio Camargo Lacerda,0.48200000000000004,V < 3 hm³,9,h < 10 m,9,PADRE BERNARDO,GO,Irrigação,,SECIMA/GO,"15º12'11.0""S","48º21'46.0""W",Não Classificado,Não Classificado,-15.2030555556,-48.3629722222,646,-48.36297222199994,-15.203055555999981
2342,Barragem 2 Cláudio Giroldo,0.35900000000000004,V < 3 hm³,16.5,15 m < h < 30 m,16.5,MORRINHOS,GO,Irrigação,,SECIMA/GO,"17º49'26.0""S","48º56'6.0""W",Não Classificado,Não Classificado,-17.8238888889,-48.9351111111,50,-48.93511111099997,-17.82388888899993
2341,Barragem Jocineli Prado e Outros,0.769,V < 3 hm³,18,15 m < h < 30 m,18,PONTALINA,GO,Irrigação,,SECIMA/GO,"17º33'39.0""S","49º20'54.0""W",Não Classificado,Não Classificado,-17.5610277778,-49.348416666700004,38,-49.34841666699998,-17.561027777999982
2339,CORURIPE ,3.74,3 hm³ < V < 75 hm³,,15 m < h < 30 m,16.1,IGACI,AL,Aquicultura,Açude Palmeira dos Índios,SEMARH/AL,"09º32'3.0""S","36º36'53.0""W",Não Classificado,Não Classificado,-9.534222222199999,-36.6149444444,959,-36.614944443999946,-9.534222221999926
2338,Barragem Usina São Paulo,0.084,V < 3 hm³,8,h < 10 m,8,VICENTINÓPOLIS,GO,Irrigação,,SECIMA/GO,"17º47'59.0""S","50º03'42.0""W",Não Classificado,Não Classificado,-17.7998055556,-50.0618611111,49,-50.061861110999985,-17.799805555999967
2337,Barragem Nilson Nicoli,0.339,V < 3 hm³,14,10 m < h < 15 m,14,ORIZONA,GO,Irrigação,,SECIMA/GO,"17º04'8.0""S","48º21'45.0""W",Não Classificado,Não Classificado,-17.0691111111,-48.3626111111,435,-48.36261111099998,-17.069111110999927
2336,Barragem 3 Agropecuária Lagoa Azul,0.078,V < 3 hm³,9,h < 10 m,9,LUZIÂNIA,GO,Irrigação,,SECIMA/GO,"16º34'42.0""S","48º10'51.0""W",Não Classificado,Não Classificado,-16.5783611111,-48.1810833333,431,-48.18108333299995,-16.578361110999936
2335,Barragem 4 Agropecuária Lagoa Azul,0.084,V < 3 hm³,8,h < 10 m,8,LUZIÂNIA,GO,Irrigação,,SECIMA/GO,"16º34'22.0""S","48º10'41.0""W",Não Classificado,Não Classificado,-16.5729166667,-48.1781944444,430,-48.178194443999985,-16.57291666699996
2334,Barragem 2 Agropecuária Lagoa Azul,0.153,V < 3 hm³,9,h < 10 m,9,LUZIÂNIA,GO,Irrigação,,SECIMA/GO,"16º35'3.0""S","48º11'19.0""W",Não Classificado,Não Classificado,-16.5843611111,-48.1888611111,432,-48.18886111099994,-16.584361110999964
2333,Barragem 5 Antônio Zucatto,2.869,V < 3 hm³,20,15 m < h < 30 m,20,CRISTALINA,GO,Irrigação, ,SECIMA/GO,"17º00'43.0""S","47º35'45.0""W",Não Classificado,Não Classificado,-17.012,-47.596000000000004,531,-47.59599999999995,-17.011999999999944
2332,Barragem 6 Antônio Zucatto,0.728,V < 3 hm³,9,h < 10 m,9,CRISTALINA,GO,Irrigação, ,SECIMA/GO,"16º59'42.0""S","47º35'45.0""W",Não Classificado,Não Classificado,-16.995,-47.596000000000004,530,-47.59599999999995,-16.994999999999948
2331,Barragem Alaer Luiz Marques,0.14700000000000002,V < 3 hm³,5.3,h < 10 m,5.3,GOIATUBA,GO,Irrigação,,SECIMA/GO,"17º59'.0""S","49º39'26.0""W",Não Classificado,Não Classificado,-17.9835277778,-49.6572777778,53,-49.65727777799998,-17.98352777799994
2326,Barragem Eugênio Neto,0.10500000000000001,V < 3 hm³,6.1000000000000005,h < 10 m,6.1000000000000005,MATRINCHÃ,GO,Irrigação,,SECIMA/GO,"15º19'12.0""S","50º51'20.0""W",Não Classificado,Não Classificado,-15.32,-50.8558055556,594,-50.85580555599995,-15.319999999999936
2325,Barragem José Carlos Faleiro,0.038,V < 3 hm³,6,h < 10 m,6,PROFESSOR JAMIL,GO,Dessedentação Animal,,SECIMA/GO,"17º17'35.0""S","49º14'42.0""W",Não Classificado,Não Classificado,-17.293194444399997,-49.245055555600004,33,-49.245055555999954,-17.293194443999937
2324,Barragem Cristalina Alimentos,0.5780000000000001,V < 3 hm³,14,10 m < h < 15 m,14,CRISTALINA,GO,Irrigação,,SECIMA/GO,"16º36'25.0""S","47º44'13.0""W",Não Classificado,Não Classificado,-16.6071388889,-47.737194444400004,521,-47.737194443999954,-16.60713888899994
2758,Barragem 1,0.004,V < 3 hm³,0,h < 10 m,7.5,COSTA RICA,MS,Dessedentação Animal,,IMASUL,"18º30'26.0""S","53º26'57.0""W",Não Classificado,Baixo,-18.5073611111,-53.449361111099996,67,-53.44936111099997,-18.507361110999966
2757,Barragem 2,0.009000000000000001,V < 3 hm³,0,h < 10 m,3,COSTA RICA,MS,Dessedentação Animal,,IMASUL,"18º28'30.0""S","53º26'28.0""W",Não Classificado,Baixo,-18.4752222222,-53.4413611111,66,-53.441361110999935,-18.475222221999957
2756,Barragem 1,0.008,V < 3 hm³,0,h < 10 m,1.2,RIO BRILHANTE,MS,Aquicultura,,IMASUL,"21º48'17.0""S","54º48'7.0""W",Não Classificado,Baixo,-21.8049722222,-54.8021666667,83,-54.80216666699994,-21.804972221999947
2755,Barragem 1,0.008,V < 3 hm³,0,h < 10 m,2.54,BATAGUASSU,MS,Dessedentação Animal,,IMASUL,"21º51'27.0""S","52º46'30.0""W",Não Classificado,Baixo,-21.857583333300003,-52.7751111111,84,-52.775111110999944,-21.85758333299998
2753,Barragem 1,0.004,V < 3 hm³,0,h < 10 m,1.4000000000000001,FIGUEIRÃO,MS,Irrigação,,IMASUL,"18º41'56.0""S","53º24'5.0""W",Não Classificado,Baixo,-18.699083333300003,-53.401611111099996,8,-53.401611110999966,-18.699083332999976
2752,Barragem 1,0.001,V < 3 hm³,0,h < 10 m,1.3,CAMPO GRANDE,MS,Dessedentação Animal,,IMASUL,"20º52'48.0""S","54º13'23.0""W",Não Classificado,Baixo,-20.8800555556,-54.2230555556,128,-54.22305555599996,-20.880055555999945
